book_a;book_b;count
0804115613;068484477X;4
1565122968;0385505833;4
0425116840;0385504209;4
0060809833;0449212602;4
006000438X;0679734775;4
0743486226;0066214122;4
0425116840;0440221471;4
0425116840;0440236673;4
0425116840;0440224675;4
0425116840;0399501487;4
0380703882;0440214041;4
0380703882;0345337662;4
0380703882;0316666343;4
0451167538;0451156609;4
0671024108;0312966970;4
0140143505;0679735909;4
0451210743;044021145X;4
0451409973;0375727345;4
0671023616;0380718340;4
0140143505;0684874350;4
0451409973;0312195516;4
0671024094;0671038443;4
0671024094;0446610038;4
0671024094;0446612790;4
0671023616;0425169863;4
0451206525;1400034779;4
0451208765;0446610038;4
0671024108;0385504209;4
0671024108;0425182878;4
0451209907;0440211263;4
0451209907;0439064872;4
0140143505;0871136791;4
0451409973;0671001795;4
0671023616;0671011367;4
0671023616;0425158616;4
0671024108;0842329218;4
0451207521;0451166892;4
0671024108;0671027387;4
0451207521;044023722X;4
0140119906;0553375407;4
0312980159;0671793489;4
0312980159;0515132020;4
0451188489;0316666343;4
0451188489;0060199652;4
0451209907;0385335881;4
0451191145;014029628X;4
0312979096;0316769487;4
0451191013;067102423X;4
0451191013;0451177096;4
0312979096;0385504209;4
0451191145;0399501487;4
0451190564;0451526341;4
0451190564;0451186362;4
0140119906;0743418174;4
0140119906;0684874350;4
0451191145;0345370775;4
0451191145;043935806X;4
0451190572;034538475X;4
0140143505;0156027321;4
0451190572;0451526341;4
0451190572;0451524934;4
0140143505;0064407667;4
0312979096;0553583441;4
0451191013;0441003257;4
0451191013;0451167317;4
0451191013;0451172817;4
0140143505;0345370775;4
0451191153;0385504209;4
0451191145;0804111359;4
0451191145;0452282152;4
0451203771;0440204194;4
0312978383;0375726403;4
0451203771;068484477X;4
0451203771;0515128554;4
0312978383;0425147622;4
0312978383;0425163407;4
0451202341;0671003755;4
0451190564;0451160525;4
0451190564;0451172817;4
0140143505;0060920084;4
0140119906;1400034779;4
0140177396;0446310786;4
0312974256;0515126772;4
0312974256;0515128554;4
0312974256;0515136530;4
0140177396;0440220602;4
0312974256;0671027573;4
0451205421;0553582747;4
0140177396;0312195516;4
0140177396;0316769487;4
0140177396;0142001740;4
0064472272;043935806X;4
0064472272;0440498058;4
0671026011;0449003795;4
0671026011;0440214041;4
0140119906;0060929790;4
0140119906;0060934417;4
0671025333;0743418174;4
0671026011;0440224764;4
0671039741;0451177096;4
0671039741;0451169522;4
0671527215;0385492081;4
0316182540;0425107469;4
0671534734;014028009X;4
0316182540;044022165X;4
0316168815;080411109X;4
0316182540;0312195516;4
0316182540;0440226104;4
0316182540;0345417623;4
0671527215;0345370775;4
0671534734;0440211727;4
0316182540;0385504209;4
0316182540;0385484518;4
0316182540;0316666343;4
0316182540;0375727345;4
0671025333;0449006530;4
0451190548;0451186362;4
0451190548;0451176464;4
0451190548;0451169522;4
0671025333;0446610038;4
0451188489;0439139597;4
0451188489;0439064864;4
0671025333;0451169522;4
0671025333;0515136379;4
0671025333;0670894605;4
0671025333;0446672211;4
0312982518;0425182908;4
0140067779;0385722206;4
0312982518;0446602620;4
0451188489;0440226430;4
0451190491;0553271636;4
0671027344;0440998050;4
0312980159;0373483503;4
0451190491;0670835382;4
0312980159;0312966970;4
0312980159;0312974256;4
0671027344;0345342968;4
0312980159;0316601950;4
0312980159;0345313860;4
0451190491;0684853507;4
0671027344;0684801523;4
0671027344;0743418174;4
0671027344;0439064864;4
0671027344;0439139597;4
0671025333;0440226430;4
0671025333;0671042262;4
0671025333;0425107469;4
0451202341;038079487X;4
0451203895;0140293248;4
0451203895;0316601950;4
0671027387;0066214122;4
0140067779;0060987561;4
0671027387;0312278586;4
0451181379;0451184963;4
0671027387;0345337662;4
0451183665;0446672211;4
0671027387;0425182878;4
0451183665;0440213525;4
0671027573;0553265741;4
0671027573;0312974256;4
0451183665;0440225701;4
0451183665;0440221471;4
0451183665;0440220602;4
0451181379;0671867172;4
0451181379;067102423X;4
0671027581;0316693200;4
0312983298;0553579754;4
0451180410;0446612545;4
0451180410;044021145X;4
0451180410;042513525X;4
0451180410;0316666343;4
0671027573;0312966970;4
0451180410;0316603287;4
0451180410;0316602906;4
0451180410;0553569910;4
0451180410;0553576801;4
0451180410;0671042262;4
0671027573;059035342X;4
0671027573;0451167805;4
0671027573;0452266564;4
0671027573;0515120618;4
031298328X;0312983301;4
031298328X;0312980140;4
031298328X;0312966091;4
031298328X;0312971346;4
0671028375;0425163407;4
0451203895;0375706771;4
0671028367;0446611212;4
0671028367;0671011367;4
0312983298;0439139597;4
0451173139;0451166892;4
0451173139;0440213525;4
0671028375;0140293248;4
0671028367;0446607657;4
0671027581;0515126772;4
0671027581;0425183971;4
0671027581;0440211727;4
0679412956;0345313860;4
0679405283;0679412956;4
0679412956;0345351525;4
0449006522;0446607657;4
0671027581;0515131229;4
0671028375;0375707972;4
0671028375;0375727345;4
0671028375;0446609404;4
0312983301;0439139597;4
0312983301;031298328X;4
0671036505;0446610399;4
0671036505;0452281903;4
0140053204;0451170385;4
0312983824;0060987103;4
0312983824;0446679364;4
0312983824;0312974256;4
0312983824;0316693200;4
0671034006;0440213525;4
0671034022;044023722X;4
0312978383;0553268880;4
0451197747;0385505833;4
0451197747;0316569321;4
0451197747;0312305060;4
0451197747;0312291639;4
0312978383;0671042262;4
0451197747;0440224675;4
0451202341;0375707972;4
0451202341;0375727345;4
0451203895;0385504209;4
0140143505;0449221490;4
0451205421;0440241073;4
0451205421;0440211727;4
0451205421;0425181103;4
0451205421;0345413903;4
0451204530;0425154092;4
0451203895;0671003755;4
0451197747;0743225406;4
0671036505;0060922532;4
0671036505;0142001740;4
0449006522;0449006530;4
0671034022;067101420X;4
0312983824;067976402X;4
0671034022;0671705091;4
0671034006;0446610038;4
0671034006;0743418174;4
0671039725;0451170385;4
0671039741;0451166582;4
0671039741;0451167805;4
0671039741;0451169514;4
0671039741;0451161343;4
0312983824;0385503822;4
0671034006;0446612545;4
0312983824;0385505833;4
0671038443;0446605484;4
0671038443;0446610038;4
0671034006;0515136530;4
0671034006;0515128554;4
0451167538;0451180232;4
0671034022;0312966091;4
0671034022;0312983271;4
0671034006;0515120618;4
0451167538;0451184963;4
0671038443;0312924585;4
0671038443;0345413881;4
0671038443;0743437802;4
0671038443;0671027360;4
0451167538;0451172817;4
0451167538;0451170385;4
0451167538;0451169530;4
0671038443;0671024094;4
0671042572;0385720106;4
0671042572;0316666343;4
0671042572;0345445848;4
0451155750;0743211375;4
0066214122;0553579754;4
0671042572;0312966970;4
0671042572;0312195516;4
0312995423;1400031362;4
0671042572;067976402X;4
0671042572;0684872153;4
0312995423;1400031354;4
0312995423;0767902521;4
0312995423;0786868716;4
0312995423;0842329218;4
0099771519;0142001430;4
0451162072;0671042858;4
0451162072;0451156609;4
0451162072;0451177096;4
0451162072;0451169530;4
0451162072;0451161351;4
0451147367;0671024248;4
0451147367;0451188462;4
0451147367;0451186362;4
0451147367;0451151259;4
0842332251;0440211727;4
0385498802;0375412530;4
037541309X;0449911004;4
0060090367;0312291639;4
0425122123;0425147584;4
0425122123;0425143325;4
0425122123;0425133540;4
0425122123;0345370775;4
0842329285;0440214041;4
034543479X;0345387651;4
034543479X;0345361792;4
0345389964;0679745203;4
0380721643;0316666343;4
0380721643;0425178951;4
0425122123;042510107X;4
0425122123;044021145X;4
0425122123;0446611212;4
0375413634;0312195516;4
0375414053;0060928336;4
0425122123;0385504209;4
0767905202;0316666343;4
0767905202;0373250126;4
037541309X;0971880107;4
037541309X;1400031354;4
034543479X;0385504209;4
0451162072;080410526X;4
0449006522;0671001795;4
0449006530;0671025333;4
0316182540;0446608955;4
0064471101;0064407667;4
0064471101;0064407683;4
067164257X;0671534734;4
067164257X;0671695126;4
067164257X;0671695169;4
067164257X;0671729411;4
0449006530;0446607657;4
0449006530;0446612545;4
0449006530;0440213525;4
0449006530;0440222656;4
0449006530;0440226430;4
0671683993;0385474016;4
0449149676;0515128554;4
0449149676;0061097101;4
0449006530;0449006522;4
0064471063;0439064864;4
0064471101;0380002930;4
0671673688;0316666343;4
0064471101;0156027321;4
0671673688;0380718340;4
0064471101;0385335881;4
0064471101;0385504209;4
0449006522;0765341972;4
0671673688;0671004530;4
0671673688;0671004549;4
0064471063;0590353403;4
0671673688;0671004565;4
0671568175;0671758896;4
0671568175;0671867091;4
0671568175;0671867113;4
0671568175;0671867172;4
0449203794;0440213525;4
0671683993;0553268449;4
0449203794;0375504397;4
0449912558;0440998050;4
0451124340;0671024248;4
0449912558;1558531025;4
0316154059;0316602906;4
0316154059;0316603287;4
0449912558;0609804138;4
0449912558;0345438329;4
0449912558;0060987103;4
0449912558;0060928336;4
0449911519;0375726403;4
0449911519;0452282152;4
0671039741;0451184963;4
0316154059;0399150897;4
0449227421;0380731851;4
0449227421;0446606189;4
0449907481;0671510053;4
0449907481;0375700757;4
0449907481;0142001740;4
0671670689;0451172817;4
0449907481;0060934417;4
0064472795;043935806X;4
0451161343;0140177396;4
0451161351;0671042858;4
0451161351;0671024248;4
0451157443;0451156609;4
0451157443;0316666343;4
0451157443;0451132378;4
0451157443;0451176464;4
0451157443;0451173317;4
0451166892;0684865742;4
0451163966;0380002930;4
0451163966;0380977788;4
0451166892;0684872153;4
0451166582;0553250531;4
0451166892;0385507593;4
0451166892;0345350499;4
0451166892;0142001740;4
0451166892;0142001430;4
0451166892;0440213525;4
0099771519;044023722X;4
0671617028;0804106304;4
0671617028;080410753X;4
0449213943;0345337662;4
0671617028;0316769487;4
0671617028;0385474016;4
0671617028;0399501487;4
0671617028;0439136350;4
0671534734;067164257X;4
0671534734;0671729411;4
0451161343;0451190521;4
0451161343;0451180232;4
0380817691;0449221512;4
0805063889;0312278586;4
0393319296;0385722192;4
0399145087;0316693235;4
1592400876;0312291639;4
1592400876;0312966091;4
0399145087;0316693251;4
0836220889;0836218353;4
0805063889;0060938455;4
1592400876;0142001740;4
0836220889;0836217691;4
0375703063;0375706771;4
0743418190;0375412530;4
0805063889;0060392452;4
0375703063;0385504209;4
0399145087;0316690619;4
0399145087;0316693200;4
0743418190;0345423291;4
0385508417;0375726403;4
0060936363;0452282152;4
0399145087;0684835983;4
0743437640;0786868716;4
0385508417;038079487X;4
0836220889;0836204387;4
0743437640;0375726403;4
0805063889;0316666343;4
0399145087;0316666009;4
0743437640;0440214041;4
0345441265;0679746048;4
0393319296;0451156609;4
0812570944;0743418174;4
0345441265;0399148027;4
0385508417;0971880107;4
0399145087;0425147622;4
1576737330;0842329218;4
1576737330;0842329129;4
0375703063;0425162443;4
0399144463;0811801802;4
0375703063;0375726403;4
0375703063;0375707972;4
0743418190;0446610542;4
0399144463;0877017883;4
1592400876;0140293248;4
0743437640;0439139597;4
0399145087;0743206029;4
0345441265;0385504209;4
002542730X;055321313X;4
0812570944;0316666343;4
0345441265;0743418174;4
0345441265;0743237188;4
0399144463;0553296981;4
0345441265;0375727345;4
0375703063;0440226430;4
0399144463;0553294903;4
0345441265;0375412530;4
0393319296;0060929871;4
0399144463;0440226430;4
002542730X;0446672211;4
0375703063;0316769487;4
0393317552;0449005615;4
0812575717;0439064864;4
0393319296;0451524934;4
0812550757;0345413377;4
0385508417;0446605239;4
0399144463;0446610038;4
0385508417;0142001740;4
0385508417;0316569321;4
0811802981;0312195516;4
039480001X;0316769487;4
0385509456;0671021001;4
0805062971;0316776963;4
0385509456;0743418174;4
0743439740;0440226430;4
0743439740;0425153975;4
0385730586;0064407667;4
039480001X;0316666343;4
0743439740;0385484518;4
002542730X;080411109X;4
0345453387;0375727345;4
0385720920;034541389X;4
0836220889;0385484518;4
0345441036;042513525X;4
0385509456;0679429220;4
0805062971;0345337662;4
0743439740;0440224764;4
0743439740;0380718340;4
0385729340;0142001740;4
0385509456;0679746048;4
0743439740;044021145X;4
0836220889;0439139597;4
0812967240;0060987103;4
0345441036;0786868716;4
039480001X;0345337662;4
0743437802;0440241073;4
0393319296;0877017883;4
0399144463;0385484518;4
0805063889;0345361792;4
002542730X;0743418174;4
0385509456;0375760911;4
0345453387;0345445848;4
0385508417;0786885688;4
0385508417;0786868716;4
0345449347;0345361792;4
0805062971;0399501487;4
0345441036;0451188454;4
0812967240;0151008116;4
0385509456;0345361792;4
0385509456;0375727345;4
0812967240;0312195516;4
0805063889;067976402X;4
0385509456;0385504209;4
0811801802;080410753X;4
0836218787;0836218620;4
0385729332;0670892963;4
193156146X;0312278586;4
0385512104;0743418174;4
0440213290;0515128554;4
0805059555;0553280341;4
0385729332;0590353403;4
0805059555;0449219461;4
1573228214;0316666343;4
0805059555;0805019375;4
0375703764;0679439382;4
0743454529;0688170528;4
0743454529;0743206045;4
1880418568;0743211375;4
1573227331;0060958022;4
0812511816;0439064864;4
0385512104;080411109X;4
0812511816;0439136350;4
0385512104;0743237188;4
0375703764;0590353403;4
0345370805;0312966091;4
0060935464;0375726403;4
1573228214;0345313860;4
0805062971;0060929871;4
0385729332;1573221937;4
0345453387;0385505833;4
0811801802;1400031354;4
0385729332;0743418174;4
0836218620;0836218787;4
0743454529;0316780812;4
0385729332;0439064864;4
0385720955;0452282152;4
0399148027;0345370775;4
0836218620;0836218353;4
0345378482;059035342X;4
0345378482;0590353403;4
0805062971;0060987103;4
0385509510;0316666343;4
002542730X;1573229326;4
0385729332;1573229571;4
0836218787;0836218353;4
0836218787;0836204387;4
0385507593;0451166892;4
0385510438;0151008116;4
0345441036;0316096199;4
0385720955;0156027321;4
0805059555;0553279912;4
0345441036;0375727345;4
0345441036;0385504209;4
0385720920;0805063897;4
0805062971;014028009X;4
0385720955;0060930535;4
0440213290;0440224594;4
0440213290;0425162443;4
0440213290;0440223202;4
0811801802;0590353403;4
0805036504;0449219461;4
1573227331;0312195516;4
0385729332;0316666343;4
0385729332;0316569321;4
1573227331;0385504209;4
0385510438;0786868716;4
0345370805;0060976845;4
1573227331;039592720X;4
0375703764;0440236703;4
1880418568;0345313860;4
0345370805;0060987103;4
0743454529;0385720106;4
0836218620;043935806X;4
1880418568;0375504397;4
0743454529;0515136530;4
0345370805;014028009X;4
0812967240;0786868716;4
0440213290;0440122090;4
0743454529;0515136379;4
0805063889;0399501487;4
0399142282;0743206045;4
1880418568;0451167317;4
0812511816;0440215625;4
0375706410;0804106304;4
0375706410;0804111359;4
0399142282;0452282195;4
0345453387;0743418174;4
0743457358;0451156609;4
0743457358;0786868716;4
0836218620;0439064864;4
0812511816;0345350499;4
1573226521;0451524934;4
0812511816;0345370775;4
0440217563;044021145X;4
0836217691;0836220889;4
0743467523;0451169530;4
0394800168;0877017883;4
0394800168;080410753X;4
0399148639;0440225825;4
1573229571;0439064872;4
037570504X;0440214041;4
037570504X;0440213525;4
0345453387;1592400876;4
081297106X;059035342X;4
0345447840;044023722X;4
0060935464;0312195516;4
0836217691;0836204387;4
0743467523;0449005615;4
037570504X;068484477X;4
0440217563;0060928336;4
080411868X;0345370775;4
1573229571;0060987103;4
0375705198;0805063897;4
080411868X;1573225789;4
080411868X;0440498058;4
0345370805;0743418174;4
0345384350;0743235150;4
0440207770;0671038184;4
0743424425;0451168615;4
0440217520;0449223604;4
037570504X;0060987103;4
039592720X;0671510053;4
000649840X;0156027321;4
080411868X;0440223202;4
0345384350;0671024248;4
0385722192;0743418174;4
039592720X;0060199652;4
0345369947;0345422384;4
0399149848;0515102636;4
0399149155;0805036504;4
0345384350;0553582747;4
037570504X;0375727345;4
0385722192;059035342X;4
084232920X;0060987561;4
0743424425;0451167805;4
039592720X;0060929871;4
0440217520;0553280341;4
0743417682;0671042858;4
0345447840;014029628X;4
0836218353;039480001X;4
0440217520;0553279556;4
1931561648;0060987561;4
0399149325;0316602051;4
039592720X;0452268060;4
0440217520;0553279912;4
0743436210;0812550706;4
0399148639;0385504209;4
0440217563;0345370775;4
0345370805;0385482388;4
0440217520;0449221482;4
0440217520;0449221504;4
0399149848;0425181464;4
0743424425;0451172817;4
0440217520;0449221512;4
0440217520;0553284789;4
0345369947;0380718340;4
0399149848;042518630X;4
0345452534;0345452550;4
0805019375;0399149155;4
0743436210;0316666343;4
0345447840;0385504209;4
0345446860;0446672211;4
0345384350;034539657X;4
0375703861;044023722X;4
0345447840;0786862564;4
0060964049;0316666343;4
0345447840;0786868716;4
0836218353;0836220889;4
0345452534;0312265867;4
0805019375;0553280341;4
0060935464;0060987529;4
0399142282;0385472951;4
0805019375;0805059555;4
0743424425;0140067477;4
0743436210;0439136350;4
0394800168;0440226430;4
080411868X;0060928336;4
193156146X;0385722206;4
0375703861;0156628708;4
0345453816;0446612790;4
0375703861;0156027321;4
0375703861;0060977493;4
0394800168;0439064864;4
0812511816;0451172817;4
0345447867;0312966091;4
0394800168;039480001X;4
1931561648;0515135062;4
0805019375;0449219461;4
0345447840;0743418174;4
1573226521;0312278586;4
0375705198;0060987103;4
1573221937;0670894605;4
0836218353;0836218787;4
0836218353;0061009059;4
0060256672;0671003755;4
0836218353;0836218620;4
0345384350;0451181379;4
0836218353;0440998050;4
1573225517;0380727501;4
0743436210;0446609404;4
0385722192;0393319296;4
0743436210;0446611212;4
0836204387;0836218787;4
0385722192;0316776963;4
0743412028;0971880107;4
0375703861;0743418174;4
0345384350;0451142934;4
0385722192;0140298479;4
080411935X;0060928336;4
193156146X;1400031354;4
0345453816;0373483503;4
0385722192;0385504209;4
193156146X;0812550706;4
0399141146;0316666343;4
0836204387;043935806X;4
0836204387;0836220889;4
1573225517;0446310786;4
0399141146;0375400117;4
0836204387;0836217691;4
0399149848;067101420X;4
0743424425;0451161343;4
0345453387;0316096199;4
0836220889;0439064864;4
0805062971;0439139600;4
0812967240;0142001740;4
0399146253;0446604801;4
0399146253;0446612790;4
0811802981;0385720106;4
0743437802;0671038443;4
1573229725;1400034779;4
1573229725;1400031354;4
0743437802;0446612545;4
0345441036;0671042858;4
0345452534;0399149155;4
0440207770;0440224594;4
0743436210;0060391626;4
1931561648;0385504209;4
0345452534;0399147195;4
0743417682;0446608815;4
1931561648;0316666343;4
1573225517;0060938455;4
1573225517;0060920084;4
0345453816;0312966970;4
193156146X;067976402X;4
0060809833;0345337662;4
0373250126;0805063897;4
0373250126;0767905202;4
080213825X;0312278586;4
0894805770;0684874350;4
0425172546;0553280368;4
080213825X;0312195516;4
0385335830;0446605239;4
0385335830;0446670251;4
0385335830;0446606812;4
0060926317;067976402X;4
0425170349;0440225701;4
0385472943;0385505833;4
0786884592;0316769487;4
0425170349;044023722X;4
0425170349;0441003257;4
0425161242;0066214122;4
0385335830;0671001795;4
0060175966;0385721420;4
0425170349;042510107X;4
0345413873;0553579754;4
140003065X;014028009X;4
0060175966;0385504209;4
0345413873;0553280341;4
0425169693;0440234743;4
0894808249;059035342X;4
0345413350;0312195516;4
140003065X;0375727345;4
0060926317;1400031354;4
0425174271;0440224675;4
0425174271;0425182878;4
0894805770;0842329129;4
0425174271;044021145X;4
0345413350;0060928336;4
0425170349;0425109720;4
0425174271;0425168298;4
0425170349;0425116840;4
0425174271;0425146413;4
0425161242;0385479565;4
0385336810;0060085452;4
038542471X;0312986343;4
089480829X;0684872153;4
0786890436;0679735771;4
0425163385;074343627X;4
0786889020;080411109X;4
089480829X;1558531025;4
0385420161;0140293248;4
038542017X;0811801802;4
0345413377;0345413350;4
038542017X;1573229326;4
0060188731;0312282990;4
038542017X;1558745157;4
0786890436;0375727345;4
0786890436;0375726403;4
038542017X;1400031354;4
0425166619;0316666343;4
0425166619;0440234743;4
0060188731;0316666343;4
0385336810;0385504209;4
0425166619;0446611212;4
0425166619;0451169522;4
0425166619;0451176464;4
0385336810;0743418204;4
0345413873;0345413881;4
0425166619;0553579754;4
0425166619;0553582747;4
089480829X;1558744150;4
0385420161;0316769487;4
0425161242;0380710218;4
0894805770;0842329250;4
0894808249;0060928336;4
0894805770;1558531025;4
0385472943;0446610038;4
0425170349;044021145X;4
0425161242;0345370775;4
006019491X;0060938455;4
0894808249;0312980140;4
0786884592;1558744150;4
0894808249;0312195516;4
0385337116;0385504209;4
0345413377;1400031354;4
0425168298;0446612790;4
0345413377;0812550757;4
0786867647;0446672211;4
0425147584;0440221471;4
0425188787;0385504209;4
0425147584;0440241073;4
0425188787;0425178951;4
0425188787;0439064872;4
0871136791;0440235596;4
1558531025;0345370775;4
1558531025;0380718340;4
038549081X;0345370775;4
038549081X;0375727345;4
038549081X;0380018179;4
0425147584;0446359866;4
1558531025;0345445848;4
0425188787;0553279556;4
038549081X;0439064872;4
0425188787;0553284789;4
0345396936;0385504209;4
0786867647;0440236703;4
0786867647;0440226430;4
0425147584;0425180964;4
0786868619;0375707972;4
0786868619;0375726403;4
038548951X;0767905385;4
038548951X;1400031346;4
038548951X;1400031354;4
0345397819;0440212561;4
0345396936;0439136350;4
1551668998;0515131229;4
1551669498;0312265867;4
1551669498;0312265859;4
006016848X;0380718340;4
155166674X;044023722X;4
0380807343;0679731148;4
0345402871;0440224764;4
0375400117;0316569321;4
0380807343;0312274920;4
0380807343;043935806X;4
0425184943;0142001740;4
0380807343;0380789035;4
155166674X;0525946829;4
006016848X;0375706771;4
0380807343;0060934719;4
0385486804;0156027321;4
0425184943;0312305060;4
0385486804;0312201656;4
0425184943;0060928336;4
0425184943;0060929790;4
0385486804;0061009059;4
0425147584;0671027360;4
0380792745;0060987103;4
0385490445;068484477X;4
0425184943;014029628X;4
0375401598;0345351525;4
0786867647;0743418174;4
0375401598;0345409671;4
0385472943;0375727345;4
0385472943;0385424728;4
0385472943;0385490992;4
140003065X;068484267X;4
140003065X;044023722X;4
140003065X;0385720106;4
0385472943;0316693235;4
0060175966;0312195516;4
0425169693;0446605239;4
140003065X;0060934417;4
0894808249;055321313X;4
0345413350;0440212561;4
0425168298;0671001795;4
0894808249;0385722206;4
140003065X;067976402X;4
0345413350;0345413377;4
0060188731;0671003755;4
0786868619;0312195516;4
0375400117;0679745203;4
0385490445;0374129983;4
0786868619;0316666343;4
0385490445;0375726403;4
0786868619;0316601950;4
0060096195;0786868716;4
0786868619;0140293248;4
1551668998;044023722X;4
1551669498;0312980140;4
0060198133;0452282152;4
0345397819;0345409671;4
0345397819;0345370775;4
140003065X;0385721420;4
0060188731;0684874350;4
0375400117;0743418174;4
0380792745;1400034779;4
0380792745;1400031362;4
0380792745;1400031354;4
140003065X;0452282152;4
0385482388;0375702709;4
0385482388;0375726403;4
0425180964;0439139597;4
0425180964;0446605409;4
0425180964;0446611212;4
0374199698;0060929790;4
0345404319;0060934417;4
0374199698;0060987103;4
0425180964;0425133516;4
0887307876;0671003755;4
0345404319;0345334531;4
0373243286;051512608X;4
0425180964;0425116840;4
0374199698;0060199652;4
0425180964;0440206154;4
0425158594;0425128164;4
0425158594;0345337662;4
0374129983;0385490445;4
038531258X;0440498058;4
038531258X;0425192725;4
038531258X;0394820371;4
038531258X;0767900383;4
0385324057;0060976845;4
0385324057;0312195516;4
034541389X;0312195516;4
0385324057;0670844527;4
0374129983;0140293248;4
0385324057;0440498058;4
0374129983;0156027321;4
034541389X;0142002267;4
0425158594;0345386108;4
0425179885;0446602620;4
0425158594;0425121259;4
0425158594;0425107469;4
0425179885;0441002935;4
0425178765;0425180638;4
0374100128;0060930535;4
0373250126;0060987103;4
080213825X;0452282152;4
0373250126;0316666343;4
0060921145;0804106304;4
0374100128;0142001740;4
080213825X;067976402X;4
0425168298;0425163407;4
0425168298;0425174271;4
0060926317;0446605239;4
0425163385;0440225825;4
0425163385;044021145X;4
038542471X;0439064864;4
0425163385;0446360589;4
0345413350;0671001795;4
0385420161;0440498058;4
0385420161;067976402X;4
0385420161;0679746048;4
0894808249;0842329242;4
0060926317;0312274920;4
0385420161;0679439382;4
0385420161;0671510053;4
0345413865;0446672211;4
0425163385;0446608815;4
0425163385;0671867172;4
006019491X;0452282152;4
0425155404;0553572997;4
034540761X;0316666343;4
0385315236;0345313860;4
034540761X;0316693235;4
038529929X;0345384466;4
038529929X;0345337662;4
038529929X;0316666343;4
0786889020;0316769487;4
0786889020;0316284955;4
0786889020;0142001740;4
038542471X;0385472951;4
038542471X;0385493800;4
0060926317;0385484518;4
038542471X;0385497466;4
038542471X;0385504209;4
0425155404;0425151867;4
038542471X;043935806X;4
0786889020;0440214041;4
0786889020;0385504209;4
0373218400;0515131229;4
0380817691;0553280341;4
0380817691;0553279912;4
006016848X;0446610038;4
006016848X;0446606189;4
0060920084;059035342X;4
0060198133;0375706771;4
0380817691;0425163407;4
006016848X;0446604801;4
0380820293;0312983867;4
0380817691;0449003787;4
0374525641;0375760911;4
0380820293;0375760911;4
0425150984;0515130389;4
0425150984;0515126772;4
038082101X;0452282829;4
0804105820;034538475X;4
0345416260;0671001795;4
0373218400;0373484232;4
006016848X;0440213525;4
0060920084;0671027360;4
0345413903;0312990456;4
0425153975;0451184963;4
0380978415;0671027360;4
0345413903;0312265867;4
0425153975;0425158594;4
0425153975;0425144429;4
0425153975;0451172817;4
0345413903;0316666343;4
0374199698;0385722206;4
0887307876;0312195516;4
0425153975;059035342X;4
0425153975;0553582747;4
0425181103;0553582747;4
0373218966;0553265741;4
0060921145;0449005615;4
0425181103;0451205421;4
0886773520;0345337662;4
034540288X;0684801523;4
042518286X;0743411250;4
0373218966;0373484003;4
0373218966;0373483503;4
0060921145;0385504209;4
006016848X;0446364193;4
0373218966;0373243286;4
0060921145;0375700757;4
042518286X;0804111359;4
042518286X;0671004530;4
140003180X;0345361792;4
140003180X;0060987529;4
042518286X;0440226430;4
042518286X;0446612545;4
0345404114;034538475X;4
140003180X;0140293248;4
140003180X;0142001740;4
0345404114;0345380371;4
0805059555;0399147195;4
0385507593;0316284955;4
0375703764;0375726403;4
0345452550;0345452534;4
1878424319;0156027321;4
0399143947;0399145087;4
0385720955;0446532231;4
0060512822;0440213525;4
1878424319;0385484518;4
0060517794;0316666343;4
0345452550;0316603287;4
0345452550;0312265859;4
1573229725;0060934417;4
0440213029;0440221595;4
0380977788;0060929871;4
0060198133;0312195516;4
0380820854;0515120618;4
0060920084;0767900383;4
0804105820;0440211727;4
0804105820;0440211263;4
0380820854;042518630X;4
0804105820;0380789019;4
038082101X;0385722206;4
038082101X;0385504209;4
0060920084;1573225517;4
0804105820;0440213525;4
0380820854;0399149848;4
0380820854;0553265741;4
0380820854;0515132020;4
1573229725;0060987103;4
0345416260;0375706771;4
0060920084;0743418174;4
0804105820;044022165X;4
0374525641;0316666343;4
038082101X;0316601950;4
038082101X;0156027321;4
0345422384;0345369947;4
0425142485;0425147622;4
0060920084;0140143505;4
0425142485;0425136981;4
0425142485;0425124347;4
0786862564;0446605239;4
0345422384;0312924585;4
0425147584;0425154092;4
0345391810;0345391802;4
0786862564;0446672211;4
0786862564;0440213525;4
0345422384;0345384466;4
0786862564;044651652X;4
0380753006;0345384466;4
0380778556;0345361792;4
0425143325;0425122123;4
0425143325;0440241073;4
0425192725;0449223612;4
0786866586;0316969443;4
0060096195;0385504209;4
0425192725;0553272535;4
0425143325;0440214041;4
0425143325;0425180964;4
0425192733;0312195516;4
0425143325;0425105334;4
0425143325;042510107X;4
0786866586;0312195516;4
0425192733;044023722X;4
0385490992;0316693251;4
034539657X;0451184963;4
0786866586;0385504209;4
0425147517;0345384350;4
0380778556;014028009X;4
0380753006;0515128554;4
0345391810;0451524934;4
0380778556;044021145X;4
038548951X;0375706771;4
038548951X;0385482388;4
0425185710;0440236673;4
038548951X;0385504209;4
038548951X;0446672211;4
0375400117;0375706771;4
1551668653;0316666343;4
0345416260;0743418174;4
0375400117;0060976845;4
0380778556;043935806X;4
0380778556;0439136350;4
0380778556;0345370775;4
0380778556;0440214041;4
0385486804;0345370775;4
0385486804;0375707972;4
0385486804;0375726403;4
0385486804;0385504209;4
0375400117;0375726403;4
0385486804;0553572997;4
0375400117;0399141146;4
0385486804;0446672211;4
0425151867;0451177096;4
0380978415;0449005615;4
